"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,80","2015-07-27"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,78","2015-07-27"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,65","2015-07-27"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,90","2015-07-27"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,54","2015-07-24"
"BlueCrest Capital Management Limited","QSC AG","DE0005137004","1,30","2015-07-24"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,48","2015-07-24"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,40","2015-07-24"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,68","2015-07-24"
"JPMorgan Asset Management (UK) Ltd","Kontron AG","DE0006053952","0,59","2015-07-24"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","3,28","2015-07-24"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,81","2015-07-24"
"WorldQuant, LLC","Rheinmetall Aktiengesellschaft","DE0007030009","0,54","2015-07-24"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,37","2015-07-24"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,65","2015-07-24"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,70","2015-07-24"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,37","2015-07-24"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,59","2015-07-24"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,74","2015-07-24"
"D. E. Shaw & Co., L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,51","2015-07-24"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,68","2015-07-23"
"BlueCrest Capital Management Limited","QSC AG","DE0005137004","1,28","2015-07-23"
"Numeric Investors LLC","QSC AG","DE0005137004","0,97","2015-07-23"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","0,91","2015-07-23"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,39","2015-07-23"
"BlackRock Investment Management (UK) Limited","Kontron AG","DE0006053952","0,62","2015-07-23"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,88","2015-07-23"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,59","2015-07-23"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,83","2015-07-23"
"AQR Capital Management, LLC","ThyssenKrupp AG","DE0007500001","0,50","2015-07-23"
"GAM Investment Management Lugano SA","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,32","2015-07-23"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,89","2015-07-23"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,19","2015-07-23"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","1,30","2015-07-23"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,63","2015-07-23"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,64","2015-07-23"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,24","2015-07-23"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,80","2015-07-23"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,93","2015-07-23"
"Adage Capital Management L.P.","LANXESS Aktiengesellschaft","DE0005470405","0,71","2015-07-22"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","0,74","2015-07-22"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,76","2015-07-22"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,91","2015-07-22"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","0,91","2015-07-22"
"WorldQuant, LLC","ElringKlinger AG","DE0007856023","1,10","2015-07-22"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,70","2015-07-22"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,56","2015-07-22"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,78","2015-07-22"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,74","2015-07-22"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,81","2015-07-22"
"JPMorgan Asset Management (UK) Ltd","Gerry Weber International Aktiengesellschaft","DE0003304101","1,63","2015-07-21"
"Numeric Investors LLC","QSC AG","DE0005137004","1,08","2015-07-21"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,71","2015-07-21"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,67","2015-07-21"
"Adage Capital Management L.P.","Salzgitter Aktiengesellschaft","DE0006202005","0,79","2015-07-21"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","1,14","2015-07-21"
"WorldQuant, LLC","KUKA Aktiengesellschaft","DE0006204407","0,68","2015-07-21"
"BlackRock Investment Management (UK) Limited","Schaltbau Holding AG","DE0007170300","1,01","2015-07-21"
"GAM Investment Management (Switzerland) AG","STADA Arzneimittel Aktiengesellschaft","DE0007251803","0,76","2015-07-21"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","0,89","2015-07-21"
"CQS (UK) LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,33","2015-07-21"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,69","2015-07-21"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,83","2015-07-21"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,48","2015-07-21"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,28","2015-07-21"
"Hutchin Hill Capital, LP","Manz AG","DE000A0JQ5U3","0,76","2015-07-21"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","3,08","2015-07-21"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,50","2015-07-21"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,87","2015-07-21"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,10","2015-07-21"
"Numeric Investors LLC","QSC AG","DE0005137004","1,15","2015-07-20"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","0,92","2015-07-20"
"BlackRock Investment Management (UK) Limited","GFT Technologies Aktiengesellschaft","DE0005800601","0,68","2015-07-20"
"Odey Asset Management LLP","Infineon Technologies AG","DE0006231004","0,75","2015-07-20"
"Lazard Asset Management LLC","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,46","2015-07-20"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,77","2015-07-20"
"AQR Capital Management, LLC","ThyssenKrupp AG","DE0007500001","0,49","2015-07-20"
"Clearance Capital LLP","TAG Immobilien AG","DE0008303504","0,89","2015-07-20"
"Lansdowne Partners (UK) LLP","Allianz SE","DE0008404005","0,70","2015-07-20"
"BlueCrest Capital Management Limited","Manz AG","DE000A0JQ5U3","0,55","2015-07-20"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,90","2015-07-20"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,90","2015-07-20"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,80","2015-07-20"
"BlueCrest Capital Management Limited","Gerry Weber International Aktiengesellschaft","DE0003304101","0,70","2015-07-17"
"Numeric Investors LLC","QSC AG","DE0005137004","1,21","2015-07-17"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,50","2015-07-17"
"Adage Capital Management L.P.","Salzgitter Aktiengesellschaft","DE0006202005","0,67","2015-07-17"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,52","2015-07-17"
"WorldQuant, LLC","KUKA Aktiengesellschaft","DE0006204407","0,71","2015-07-17"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,81","2015-07-17"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,77","2015-07-17"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,71","2015-07-17"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,02","2015-07-17"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,37","2015-07-17"
"Algert Global LLC","AIXTRON SE","DE000A0WMPJ6","0,50","2015-07-17"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","3,17","2015-07-17"
"Adage Capital Management L.P.","Klöckner & Co SE","DE000KC01000","0,70","2015-07-17"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,69","2015-07-17"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,61","2015-07-17"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,73","2015-07-17"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,47","2015-07-17"
"Numeric Investors LLC","QSC AG","DE0005137004","1,18","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","Drägerwerk AG & Co. KGaA","DE0005550602","0,67","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","Drägerwerk AG & Co. KGaA","DE0005550636","0,67","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","Bilfinger SE","DE0005909006","1,69","2015-07-16"
"PDT Partners, LLC","Bilfinger SE","DE0005909006","0,62","2015-07-16"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,46","2015-07-16"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,70","2015-07-16"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,60","2015-07-16"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,88","2015-07-16"
"Oxford Asset Management","Wirecard AG","DE0007472060","0,52","2015-07-16"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,52","2015-07-16"
"WorldQuant, LLC","ElringKlinger AG","DE0007856023","1,02","2015-07-16"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,72","2015-07-16"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,81","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","RIB Software AG","DE000A0Z2XN6","0,86","2015-07-16"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,81","2015-07-16"
"HBK Investments L.P.","Rice Energy Inc.","US7627601062","0,51","2015-07-16"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","1,85","2015-07-15"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","1,03","2015-07-15"
"Odey Asset Management LLP","Infineon Technologies AG","DE0006231004","0,65","2015-07-15"
"BlackRock Investment Management (UK) Limited","Pfeiffer Vacuum GmbH","DE0006916604","0,48","2015-07-15"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,59","2015-07-15"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,90","2015-07-15"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,48","2015-07-15"
"Senator Investment Group LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,64","2015-07-15"
"Lansdowne Partners (UK) LLP","Allianz SE","DE0008404005","0,61","2015-07-15"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,60","2015-07-15"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","1,02","2015-07-15"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","0,90","2015-07-15"
"Cubist Systematic Strategies, LLC","Klöckner & Co SE","DE000KC01000","0,59","2015-07-15"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,82","2015-07-15"
"Adage Capital Management L.P.","LANXESS Aktiengesellschaft","DE0005470405","0,60","2015-07-14"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,57","2015-07-14"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,41","2015-07-14"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,60","2015-07-14"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","1,20","2015-07-14"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,89","2015-07-14"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,35","2015-07-14"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,79","2015-07-14"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","0,93","2015-07-14"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,06","2015-07-14"
"Cubist Systematic Strategies, LLC","Klöckner & Co SE","DE000KC01000","0,60","2015-07-14"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,52","2015-07-14"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,73","2015-07-14"
"Oxford Asset Management","QSC AG","DE0005137004","0,59","2015-07-13"
"PDT Partners, LLC","QSC AG","DE0005137004","0,49","2015-07-13"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","1,74","2015-07-13"
"Polygon Global Partners LLP","CANCOM SE","DE0005419105","0,61","2015-07-13"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,61","2015-07-13"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,48","2015-07-13"
"Adage Capital Management L.P.","Salzgitter Aktiengesellschaft","DE0006202005","0,51","2015-07-13"
"CQS (UK) LLP","KUKA Aktiengesellschaft","DE0006204407","2,88","2015-07-13"
"Marshall Wace LLP","Infineon Technologies AG","DE0006231004","0,71","2015-07-13"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,85","2015-07-13"
"Oxford Asset Management","MorphoSys AG","DE0006632003","0,69","2015-07-13"
"BlackRock Investment Management (UK) Limited","Schaltbau Holding AG","DE0007170300","0,90","2015-07-13"
"BlackRock Investment Management (UK) Limited","Südzucker AG","DE0007297004","0,59","2015-07-13"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,62","2015-07-13"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,99","2015-07-13"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,42","2015-07-13"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,91","2015-07-13"
"Hutchin Hill Capital, LP","AIXTRON SE","DE000A0WMPJ6","0,61","2015-07-13"
"Adage Capital Management L.P.","Klöckner & Co SE","DE000KC01000","0,60","2015-07-13"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,61","2015-07-13"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,81","2015-07-13"
"BlackRock Investment Management (UK) Limited","SAF-HOLLAND GmbH","LU0307018795","0,89","2015-07-13"
"Adage Capital Management L.P.","LANXESS Aktiengesellschaft","DE0005470405","0,55","2015-07-10"
"BlackRock Investment Management (UK) Limited","HAMBORNER REIT AG","DE0006013006","0,61","2015-07-10"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,60","2015-07-10"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,92","2015-07-10"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,91","2015-07-10"
"Canada Pension Plan Investment Board","Wirecard AG","DE0007472060","1,91","2015-07-10"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,64","2015-07-10"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,51","2015-07-10"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","1,10","2015-07-10"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,53","2015-07-10"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,16","2015-07-10"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,61","2015-07-10"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,57","2015-07-10"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","1,61","2015-07-09"
"BlackRock Investment Management (UK) Limited","HAMBORNER REIT AG","DE0006013006","0,58","2015-07-09"
"WorldQuant, LLC","KUKA Aktiengesellschaft","DE0006204407","0,60","2015-07-09"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,01","2015-07-09"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,46","2015-07-09"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","1,05","2015-07-09"
"BlueCrest Capital Management Limited","AIXTRON SE","DE000A0WMPJ6","0,89","2015-07-09"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","3,48","2015-07-09"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,80","2015-07-09"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","0,81","2015-07-09"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,55","2015-07-09"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,61","2015-07-09"
"BlackRock Investment Management (UK) Limited","SAF-HOLLAND GmbH","LU0307018795","0,90","2015-07-09"
"CQS (UK) LLP","Grand City Property GmbH","LU0775917882","0,93","2015-07-09"
"Oxford Asset Management","QSC AG","DE0005137004","0,60","2015-07-08"
"BlackRock Investment Management (UK) Limited","LEONI AG","DE0005408884","0,51","2015-07-08"
"BlueCrest Capital Management Limited","Evotec AG","DE0005664809","0,84","2015-07-08"
"BlackRock Institutional Trust Company, National Association","Bilfinger SE","DE0005909006","0,81","2015-07-08"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,82","2015-07-08"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,42","2015-07-08"
"Brookfield Investment Management Inc.","iShares (DE) I Investmentaktiengesellschaft mit Teilgesellschaftsvermögen","DE000A0Q4R02","1,40","2015-07-08"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","3,29","2015-07-08"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,59","2015-07-08"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,25","2015-07-08"
"Millennium International Management LP","Klöckner & Co SE","DE000KC01000","0,52","2015-07-08"
"BlueCrest Capital Management Limited","Gerry Weber International Aktiengesellschaft","DE0003304101","0,60","2015-07-07"
"WorldQuant, LLC","LEONI AG","DE0005408884","0,52","2015-07-07"
"BlackRock Investment Management (UK) Limited","HAMBORNER REIT AG","DE0006013006","0,62","2015-07-07"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,87","2015-07-07"
"WorldQuant, LLC","KUKA Aktiengesellschaft","DE0006204407","0,51","2015-07-07"
"Dalton Strategic Partnership LLP","SUEDZUCKER AG","DE0007297004","0,93","2015-07-07"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,82","2015-07-07"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664005","0,59","2015-07-07"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,57","2015-07-07"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,51","2015-07-07"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,72","2015-07-07"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","0,92","2015-07-07"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,35","2015-07-07"
"Polygon Global Partners LLP","alstria office REIT-AG","DE000A0LD2U1","0,56","2015-07-07"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,63","2015-07-07"
"Odey Asset Management LLP","adidas AG","DE000A1EWWW0","1,35","2015-07-07"
"BlackRock Investment Management (UK) Limited","Klöckner & Co SE","DE000KC01000","1,42","2015-07-07"
"BLACKSTONE SENFINA ADVISORS L.L.C.","K+S Aktiengesellschaft","DE000KSAG888","0,73","2015-07-07"
"JPMorgan Asset Management (UK) Ltd","Gerry Weber International Aktiengesellschaft","DE0003304101","1,20","2015-07-06"
"PDT Partners, LLC","QSC AG","DE0005137004","0,50","2015-07-06"
"UBS Global Asset Management (UK) Ltd","Salzgitter Aktiengesellschaft","DE0006202005","2,28","2015-07-06"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,92","2015-07-06"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,92","2015-07-06"
"JPMorgan Asset Management (UK) Ltd","Gerry Weber International Aktiengesellschaft","DE0003304101","1,09","2015-07-03"
"CQS (UK) LLP","Drillisch Aktiengesellschaft","DE0005545503","0,44","2015-07-03"
"BlueCrest Capital Management Limited","Evotec AG","DE0005664809","0,72","2015-07-03"
"Clearance Capital LLP","HAMBORNER REIT AG","DE0006013006","0,38","2015-07-03"
"PSquared Asset Management AG","TAG Immobilien AG","DE0008303504","1,08","2015-07-03"
"Lansdowne Partners (UK) LLP","Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München","DE0008430026","1,07","2015-07-03"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,43","2015-07-03"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","0,81","2015-07-03"
"Marshall Wace LLP","AIXTRON SE","DE000A0WMPJ6","0,79","2015-07-03"
"WorldQuant, LLC","AIXTRON SE","DE000A0WMPJ6","0,72","2015-07-03"
"Hutchin Hill Capital, LP","Klöckner & Co SE","DE000KC01000","0,71","2015-07-03"
"JPMorgan Asset Management (UK) Ltd","CANCOM SE","DE0005419105","1,47","2015-07-02"
"AQR Capital Management, LLC","Bilfinger SE","DE0005909006","2,50","2015-07-02"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","1,30","2015-07-02"
"BlueCrest Capital Management Limited","MorphoSys AG","DE0006632003","0,90","2015-07-02"
"Altair Investment Management Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,34","2015-07-02"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,50","2015-07-02"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,84","2015-07-02"
"Dalton Strategic Partnership LLP","TAG IMMOBILIEN AG","DE0008303504","0,57","2015-07-02"
"Lansdowne Partners (UK) LLP","Allianz SE","DE0008404005","0,50","2015-07-02"
"Lansdowne Partners (UK) LLP","Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München","DE0008430026","1,16","2015-07-02"
"Marshall Wace LLP","SMA Solar Technology AG","DE000A0DJ6J9","0,48","2015-07-02"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,29","2015-07-02"
"PSquared Asset Management AG","alstria office REIT-AG","DE000A0LD2U1","0,67","2015-07-02"
"PDT Partners, LLC","AIXTRON SE","DE000A0WMPJ6","0,60","2015-07-02"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,45","2015-07-02"
"BlackRock Investment Management (UK) Limited","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,62","2015-07-01"
"Numeric Investors LLC","QSC AG","DE0005137004","1,28","2015-07-01"
"JPMorgan Asset Management (UK) Ltd","HAMBORNER REIT AG","DE0006013006","0,50","2015-07-01"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,69","2015-07-01"
"AQR Capital Management, LLC","STADA Arzneimittel Aktiengesellschaft","DE0007251803","0,59","2015-07-01"
"Marshall Wace LLP","Südzucker AG","DE0007297004","0,47","2015-07-01"
"Altair Investment Management Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,81","2015-07-01"
"CQS (UK) LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,24","2015-07-01"
"UBS O'Connor Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,78","2015-07-01"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,64","2015-07-01"
"Discovery Capital Management, LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,61","2015-07-01"
"WorldQuant, LLC","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","1,39","2015-07-01"
"UBS O'Connor Limited","SMA Solar Technology AG","DE000A0DJ6J9","0,69","2015-07-01"
"Marshall Wace LLP","Manz AG","DE000A0JQ5U3","0,72","2015-07-01"
"UBS O'Connor Limited","Manz AG","DE000A0JQ5U3","1,30","2015-07-01"
"Cubist Systematic Strategies, LLC","Klöckner & Co SE","DE000KC01000","0,52","2015-07-01"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,55","2015-07-01"
"Hoplite Capital Management L.P.","K+S Aktiengesellschaft","DE000KSAG888","0,41","2015-07-01"
"Two Creeks Capital Management, LP","K+S Aktiengesellschaft","DE000KSAG888","0,49","2015-07-01"
"AKO Capital LLP","Software Aktiengesellschaft","DE0003304002","1,77","2015-06-30"
"Oxford Asset Management","QSC AG","DE0005137004","0,51","2015-06-30"
"Egerton Capital (UK) LLP","Bilfinger SE","DE0005909006","0,84","2015-06-30"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,70","2015-06-30"
"AQR Capital Management, LLC","Rheinmetall Aktiengesellschaft","DE0007030009","1,18","2015-06-30"
"GAM Investment Management (Switzerland) AG","STADA Arzneimittel Aktiengesellschaft","DE0007251803","0,69","2015-06-30"
"Macquarie Funds Management Hong Kong Limited","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,75","2015-06-30"
"BG Master Fund Plc","Volkswagen Versicherung Aktiengesellschaft","DE0007664039","1,58","2015-06-30"
"Tybourne Equity Master Fund","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,97","2015-06-30"
"Marshall Wace LLP","Wincor Nixdorf Aktiengesellschaft","DE000A0CAYB2","0,90","2015-06-30"
"Hutchin Hill Capital, LP","Manz AG","DE000A0JQ5U3","0,80","2015-06-30"
"Oxford Asset Management","AIXTRON SE","DE000A0WMPJ6","1,22","2015-06-30"
"Odey Asset Management LLP","adidas AG","DE000A1EWWW0","1,23","2015-06-30"
"Ennismore Fund Management Limited","R. Stahl Aktiengesellschaft","DE000A1PHBB5","0,50","2015-06-30"
